id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
bar-leganavyaaship,bar,leganavyaaship,Notus,Advanced Anti-Air Gatling Flak Ship,legion,navy,Advanced Anti-Air Gatling Flak Ship,2,other,Advanced Anti-Air Gatling Flak Ship,3900,1000,12000,20100,57,Advanced Anti-Air Salvo Missile Launcher | Dual Rotary Microflak Cannons,img/bar/leganavyaaship.png
bar-legfus,bar,legfus,Fusion Reactor,Produces 950 Energy,legion,other,Produces 950 Energy,2,t2_energy,Produces 950 Energy,4600,4000,25000,66000,,,img/bar/legfus.png
bar-legnavydestro,bar,legnavydestro,Syracusia,Hybrid Heatray-Drone Carrier Destroyer,legion,navy,Hybrid Heatray-Drone Carrier Destroyer,1,t2_destroyer,Hybrid Heatray-Drone Carrier Destroyer,3800,860,9000,11500,58,Dual Ballistics Drone Control Matrix | Medium Sweepfire Heatray,img/bar/legnavydestro.png
bar-leglupara,bar,leglupara,Lupara,Bomb-Resistant Medium-Range Anti-Air Flak Battery,legion,other,Bomb-Resistant Medium-Range Anti-Air Flak Battery,1,t1_aa,Bomb-Resistant Medium-Range Anti-Air Flak Battery,4000,900,8200,12500,,Medium g2a Flak Blunderbuss,img/bar/leglupara.png
bar-corfship,bar,corfship,Brimstone,Anti-Swarm Ship,core,navy,Anti-Swarm Ship,2,other,Anti-Swarm Ship,2700,630,9400,13000,93,Heavy long range AoE flamethrower | Missiles,img/bar/corfship.png
bar-armfig,bar,armfig,Falcon,Fighter,arm,air,Fighter,1,t1_interceptor,Fighter,167,73,2900,3500,289.20001,Light a2a missile launcher,img/bar/armfig.png
bar-legnavyfrigate,bar,legnavyfrigate,Argonaut,Torpedo Launcher Frigate,legion,navy,Torpedo Launcher Frigate,1,t1_frigate,Torpedo Launcher Frigate,2600,370,3700,4800,72,Deck Torpedo Launcher | Deck Torpedo Launcher,img/bar/legnavyfrigate.png
bar-armmine2,bar,armmine2,Medium Mine,,arm,structure,Medium Mine,1,other,Medium Mine,11,25,1050,300,,Crawlingbomb Dummy Weapon,img/bar/armmine2.png
bar-corblackhy,bar,corblackhy,Black Hydra,Flagship,core,navy,Flagship,2,t3_battleship,Flagship,53000,21000,190000,310000,49.5,BattleshipCannon | Pop-up rapid-fire g2a missile launcher | HighEnergyLaser | RapidSamMissile,img/bar/corblackhy.png
bar-armdrag,bar,armdrag,Dragon's Teeth,Fortification,arm,structure,Fortification,1,wall,Fortification,2800,8,0,255,,,img/bar/armdrag.png
bar-corvalk,bar,corvalk,Hercules,Light Air Transport,core,air,Light Air Transport,1,t1_transport,Light Air Transport,280,74,1450,4120,198,,img/bar/corvalk.png
bar-legshot,bar,legshot,Phalanx,Shielded Riot Defence Bot,legion,land,Shielded Riot Defence Bot,2,t2_tank,Shielded Riot Defence Bot,3350,450,4750,10160,50.0,Medium Blast Riot Cannon,img/bar/legshot.png
bar-cortitan,bar,cortitan,Angler,Torpedo Bomber,core,air,Torpedo Bomber,2,t2_bomber,Torpedo Bomber,1960,410,8200,18000,279,Heavy homing torpedo launcher,img/bar/cortitan.png
bar-corhurc,bar,corhurc,Hailstorm,Heavy Strategic Bomber,core,air,Heavy Strategic Bomber,2,t2_bomber,Heavy Strategic Bomber,1520,310,18500,36000,248.399,Heavy a2g incinerating warheads,img/bar/corhurc.png
bar-coruwageo,bar,coruwageo,Advanced Geothermal Powerplant,Produces 1250 Energy (Hazardous),core,structure,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),,,,48000,,,img/bar/coruwageo.png
bar-corhlt,bar,corhlt,Warden,Area Control Laser Tower,core,structure,Area Control Laser Tower,1,t1_pd,Area Control Laser Tower,2750,480,4700,11400,,High energy g2g laser,img/bar/corhlt.png
bar-coraca,bar,coraca,Advanced Construction Aircraft,Tech 2 Constructor,core,air,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,205,360,11000,22000,181.5,,img/bar/coraca.png
bar-legfig,bar,legfig,Noctua,Fighter / Scout Drone,legion,other,Fighter / Scout Drone,1,t1_aa,Fighter / Scout Drone,220,40,1600,2000,270.0,Burst-Fire A2A Machine Gun,img/bar/legfig.png
bar-corerad,bar,corerad,Eradicator,Medium-Range Anti-Air Missile Battery,core,structure,Medium-Range Anti-Air Missile Battery,1,t1_aa_turret,Medium-Range Anti-Air Missile Battery,4450,800,7900,12000,,Long-range rapid-fire g2a missile launcher,img/bar/corerad.png
bar-armfflak,bar,armfflak,Naval Arbalest,Anti-Air Flak Gun - Naval Series,arm,structure,Anti-Air Flak Gun - Naval Series,2,t2_flak,Anti-Air Flak Gun - Naval Series,1920,850,23000,21900,,Heavy g2a flak cannon,img/bar/armfflak.png
bar-corrl,bar,corrl,Thistle,Light Anti-air Tower,core,structure,Light Anti-air Tower,1,t1_aa_turret,Light Anti-air Tower,335,80,850,1750,,Light g2a missile launcher,img/bar/corrl.png
bar-legfrl,bar,legfrl,Polybolos,Floating Anti-Air Turret,legion,other,Floating Anti-Air Turret,1,t1_aa,Floating Anti-Air Turret,380,90,1000,2200,,Light g2a Missile Launcher,img/bar/legfrl.png
bar-leganavyconsub,bar,leganavyconsub,Advanced Construction Submarine,Tech 2 Constructor,legion,other,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,1110,700,9000,18000,64.8,,img/bar/leganavyconsub.png
bar-corparrow,bar,corparrow,Poison Arrow,Very Heavy Amphibious Tank,core,land,Very Heavy Amphibious Tank,2,t2_amphib,Very Heavy Amphibious Tank,6300,1050,21000,26000,51,PoisonArrowCannon,img/bar/corparrow.png
bar-corveng,bar,corveng,Valiant,Fighter,core,air,Fighter,1,t1_interceptor,Fighter,156,73,2800,3330,297.60001,Light guided a2a missile launcher,img/bar/corveng.png
bar-corsh,bar,corsh,Goon,Fast Attack Hovercraft,core,land,Fast Attack Hovercraft,1,t1_hover,Fast Attack Hovercraft,255,75,1500,1500,109.5,Light Close-Quarters Fast-Firing g2g Laser,img/bar/corsh.png
bar-armch,bar,armch,Construction Hovercraft,Tech 1 Constructor,arm,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1440,200,2700,4470,66.9,,img/bar/armch.png
bar-corshad,bar,corshad,Whirlwind,Bomber,core,air,Bomber,1,t1_bomber,Bomber,680,150,4600,5050,234,Medium a2g incinerating warheads,img/bar/corshad.png
bar-corhal,bar,corhal,Halberd,Assault Hovertank,core,land,Assault Hovertank,1,t1_hover,Assault Hovertank,4350,640,13000,12900,45.3,HighEnergyLaser,img/bar/corhal.png
bar-leganavaltorpturret,bar,leganavaltorpturret,Delphinus,Advanced Offshore Torpedo Launcher,legion,other,Advanced Offshore Torpedo Launcher,2,t1_sub,Advanced Offshore Torpedo Launcher,2800,1050,8500,10900,,Long-range advanced torpedo launcher,img/bar/leganavaltorpturret.png
bar-legsy,bar,legsy,Shipyard,Produces Tech 1 Ships,legion,other,Produces Tech 1 Ships,1,t1_factory_naval,Produces Tech 1 Ships,4300,450,950,5100,,,img/bar/legsy.png
bar-coracv,bar,coracv,Advanced Construction Vehicle,Tech 2 Constructor,core,land,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,2150,580,7000,17000,49.5,,img/bar/coracv.png
bar-corfmine3,bar,corfmine3,Heavy Mine,"Heavy Mine, Naval Series",core,structure,"Heavy Mine, Naval Series",1,other,"Heavy Mine, Naval Series",11,32,1600,400,,Crawlingbomb Dummy Weapon,img/bar/corfmine3.png
bar-armmh,bar,armmh,Possum,Hovercraft Rocket Launcher,arm,land,Hovercraft Rocket Launcher,1,t1_arty,Hovercraft Rocket Launcher,530,175,3000,3300,63.9,Light long-range g2g starburst rocket launcher,img/bar/armmh.png
bar-corgator,bar,corgator,Incisor,Light Tank,core,land,Light Tank,1,t1_tank,Light Tank,820,120,1100,2300,85,Laser,img/bar/corgator.png
bar-corbats,bar,corbats,Despot,Battleship,core,navy,Battleship,2,t3_battleship,Battleship,12000,3400,23000,51000,53.1,HighEnergyLaser | BattleshipCannon,img/bar/corbats.png
bar-corhrk,bar,corhrk,Arbiter,Heavy Rocket Bot,core,land,Heavy Rocket Bot,2,t2_mml,Heavy Rocket Bot,610,600,5800,9500,54,HeavyRockets,img/bar/corhrk.png
bar-armadvsol,bar,armadvsol,Advanced Solar Collector,Produces 80 Energy,arm,structure,Produces 80 Energy,1,t1_energy,Produces 80 Energy,1130,350,5000,7950,,,img/bar/armadvsol.png
bar-cornanotc,bar,cornanotc,Construction Turret,Assist & Repair in large radius,core,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/cornanotc.png
bar-armmav,bar,armmav,Gunslinger,Skirmish Bot. Auto-Repair. Range increases with experience,arm,land,Skirmish Bot. Auto-Repair. Range increases with experience,2,t3_assault,Skirmish Bot. Auto-Repair. Range increases with experience,1560,650,11000,17000,49.5,Anti-swarm g2g gauss-impulse guns,img/bar/armmav.png
bar-leghades,bar,leghades,Alaris,Fast Assault Tank,legion,land,Fast Assault Tank,1,t1_tank,Fast Assault Tank,425,65,850,1650,102.0,Close-quarters g2g gauss-cannon,img/bar/leghades.png
bar-legotter,bar,legotter,Otter,Amphibious Construction Vehicle,legion,land,Amphibious Construction Vehicle,1,t1_engineer,Amphibious Construction Vehicle,950,150,3100,6540,43.5,,img/bar/legotter.png
bar-corack,bar,corack,Advanced Construction Bot,Tech 2 Constructor,core,land,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,1000,470,6900,12500,33,,img/bar/corack.png
bar-legeyes,bar,legeyes,Argus,Perimeter Camera,legion,other,Perimeter Camera,1,other,Perimeter Camera,280,32,850,750,,,img/bar/legeyes.png
bar-leganavaladvgeo,bar,leganavaladvgeo,Advanced Underwater Geothermal Powerplant,Produces 1250 Energy (Hazardous),legion,other,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),,,,32000,,,img/bar/leganavaladvgeo.png
bar-legmoho,bar,legmoho,Advanced Metal Extractor,Advanced Metal Extractor / Storage,legion,structure,Advanced Metal Extractor / Storage,2,t2_mex,Advanced Metal Extractor / Storage,3900,640,8100,14100,,,img/bar/legmoho.png
bar-cornecro,bar,cornecro,Graverobber,Stealthy Rez / Reclaim / Repair Bot,core,land,Stealthy Rez / Reclaim / Repair Bot,1,other,Stealthy Rez / Reclaim / Repair Bot,220,130,1400,2800,78,,img/bar/cornecro.png
bar-legack,bar,legack,Advanced Construction Bot,Tech 2 Constructor,legion,land,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,860,410,6900,9300,36.0,,img/bar/legack.png
bar-leghp,bar,leghp,Hovercraft Platform,Builds Hovercraft,legion,other,Builds Hovercraft,1,t1_factory_land,Builds Hovercraft,3750,670,2000,8700,,,img/bar/leghp.png
bar-armgremlin,bar,armgremlin,Gremlin,Stealth Tank,arm,land,Stealth Tank,2,t2_tank,Stealth Tank,1060,230,3700,8500,70.5,Light close-quarters gauss cannon,img/bar/armgremlin.png
bar-legmineb,bar,legmineb,Harbinger,Linear Minelayer Bomber,legion,other,Linear Minelayer Bomber,1,other,Linear Minelayer Bomber,1110,300,21000,30550,210.0,LegionMineBomb,img/bar/legmineb.png
bar-corpt,bar,corpt,Herring,Missile Corvette / Light Anti Air / Sonar,core,navy,Missile Corvette / Light Anti Air / Sonar,1,t1_frigate,Missile Corvette / Light Anti Air / Sonar,890,210,1400,2500,69,Missiles | Light g2a missile launcher,img/bar/corpt.png
bar-armcs,bar,armcs,Construction Ship,Tech 1 Constructor,arm,navy,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1040,200,2000,3460,65.4,,img/bar/armcs.png
bar-legcen,bar,legcen,Phobos,Fast Assault Bot,legion,land,Fast Assault Bot,1,t1_light_bot,Fast Assault Bot,750,140,2200,2800,90.0,Close-quarters g2g gauss-cannon,img/bar/legcen.png
bar-cortrem,bar,cortrem,Tremor,Heavy Artillery Vehicle,core,land,Heavy Artillery Vehicle,2,t1_arty,Heavy Artillery Vehicle,3000,1850,49000,43000,40.5,RapidArtillery,img/bar/cortrem.png
bar-corfast,bar,corfast,Twitcher,Combat Engineer,core,land,Combat Engineer,2,t2_engineer,Combat Engineer,830,210,3800,8000,90,,img/bar/corfast.png
bar-corssub,bar,corssub,Kraken,Long-Range Battle Submarine,core,navy,Long-Range Battle Submarine,2,t1_sub,Long-Range Battle Submarine,3900,1900,29000,35000,39,AdvTorpedo,img/bar/corssub.png
bar-cormadsam,bar,cormadsam,SAM,Hardened Anti-Air Missile Battery,core,structure,Hardened Anti-Air Missile Battery,1,t1_aa_turret,Hardened Anti-Air Missile Battery,2800,315,6100,5240,,Advanced g2a rapid missile launcher,img/bar/cormadsam.png
bar-armstump,bar,armstump,Stout,Medium Assault Tank,arm,land,Medium Assault Tank,1,t1_tank,Medium Assault Tank,1780,225,2000,2900,75.9,Light g2g plasma cannon,img/bar/armstump.png
bar-armsaber,bar,armsaber,Sabre,Seaplane Gunship,arm,air,Seaplane Gunship,1,t2_gunship,Seaplane Gunship,1010,210,6400,11000,156.89999,Light a2g discharge blaster,img/bar/armsaber.png
bar-legtarg,bar,legtarg,Pinpointer,"Enhances Radar Targeting, more facilities reduce radar wobble",legion,other,"Enhances Radar Targeting, more facilities reduce radar wobble",2,t1_radar,"Enhances Radar Targeting, more facilities reduce radar wobble",2100,810,7200,8700,,,img/bar/legtarg.png
bar-armfdrag,bar,armfdrag,Shark's Teeth,Naval Fortification,arm,structure,Naval Fortification,1,wall,Naval Fortification,4450,15,0,370,,,img/bar/armfdrag.png
bar-corawac,bar,corawac,Condor,Radar / Sonar Plane,core,air,Radar / Sonar Plane,2,t1_radar,Radar / Sonar Plane,990,180,8300,16000,321,,img/bar/corawac.png
bar-legdecom,bar,legdecom,Legion Commander,Decoy Commander,legion,commander,Decoy Commander,2,commander,Decoy Commander,3700,750,13000,32600,37.5,Close-Quarters Heatray | Disintegrator | Anti Air Missile Launcher | Underwater Torpedo Launcher,
bar-legfrad,bar,legfrad,Naval Radar / Sonar Tower,Early Surface/Naval Warning System,legion,structure,Early Surface/Naval Warning System,1,t1_radar,Early Surface/Naval Warning System,110,130,1000,1800,,,img/bar/legfrad.png
bar-armestor,bar,armestor,Energy Storage,Increases Energy Storage (6000),arm,structure,Increases Energy Storage (6000),1,t1_energy,Increases Energy Storage (6000),1890,170,1700,4110,,,img/bar/armestor.png
bar-legck,bar,legck,Legion Construction Bot,Tech 1 Constructor,legion,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,630,100,1600,3250,39,,img/bar/legck.png
bar-legnavysub,bar,legnavysub,Ketea,Combat Submarine,legion,navy,Combat Submarine,1,t1_sub,Combat Submarine,600,320,2400,4600,57,Submerged Torpedo Launcher,img/bar/legnavysub.png
bar-legtl,bar,legtl,Stheno,Offshore Torpedo Launcher,legion,other,Offshore Torpedo Launcher,1,t1_sub,Offshore Torpedo Launcher,1300,170,1500,3700,,Torpedo Launcher,img/bar/legtl.png
bar-corllt,bar,corllt,Guard,Light Laser Tower,core,structure,Light Laser Tower,1,t1_pd,Light Laser Tower,650,90,700,2500,,Light g2g laser,img/bar/corllt.png
bar-coreyes,bar,coreyes,Beholder,Perimeter Camera,core,structure,Perimeter Camera,1,other,Perimeter Camera,280,32,850,750,,,img/bar/coreyes.png
bar-armuwfus,bar,armuwfus,Naval Fusion Reactor,Produces 1200 Energy,arm,structure,Produces 1200 Energy,2,t2_energy,Produces 1200 Energy,5600,5200,33500,99900,,,img/bar/armuwfus.png
bar-corcan,bar,corcan,Sumo,Armored Assault Bot,core,land,Armored Assault Bot,2,t2_tank,Armored Assault Bot,5940,560,9300,15000,37.5,Laserroar | HighEnergyLaser,img/bar/corcan.png
bar-armclaw,bar,armclaw,Dragon's Claw,Pop-up Lightning Turret,arm,structure,Pop-up Lightning Turret,1,wall,Pop-up Lightning Turret,1330,340,1600,4650,,Close-quarters g2g lightning turret,img/bar/armclaw.png
bar-legadvsol,bar,legadvsol,Advanced Solar Collector,Produces 100 Energy,legion,other,Produces 100 Energy,1,t1_energy,Produces 100 Energy,800,465,4080,13580,,,img/bar/legadvsol.png
bar-coralab,bar,coralab,Advanced Bot Lab,Produces Tech 2 Bots,core,structure,Produces Tech 2 Bots,2,t2_factory_land,Produces Tech 2 Bots,4500,2600,16000,26000,,,img/bar/coralab.png
bar-corantiship,bar,corantiship,Oasis,"Mobile Anti-Nuke, Generator, and Radar/Sonar",core,navy,"Mobile Anti-Nuke, Generator, and Radar/Sonar",2,antinuke,"Mobile Anti-Nuke, Generator, and Radar/Sonar",5000,1400,12000,27000,63,ICBM intercepting missile launcher,img/bar/corantiship.png
bar-armdfly,bar,armdfly,Abductor,Stealthy Armed Heavy Transport,arm,air,Stealthy Armed Heavy Transport,2,t1_transport,Stealthy Armed Heavy Transport,1170,320,6600,19000,225,Heavy a2g EMP beam,img/bar/armdfly.png
bar-coraap,bar,coraap,Advanced Aircraft Plant,Produces Tech 2 Aircraft,core,structure,Produces Tech 2 Aircraft,2,t2_factory_air,Produces Tech 2 Aircraft,3900,2900,28000,32000,,,img/bar/coraap.png
bar-legaspy,bar,legaspy,Eidolon,Stealthy Invisible Spy Bot,legion,land,Stealthy Invisible Spy Bot,2,other,Stealthy Invisible Spy Bot,300,125,8500,12900,62.5,coconut.jpg,img/bar/legaspy.png
bar-cormine2,bar,cormine2,Medium Mine,,core,structure,Medium Mine,1,other,Medium Mine,11,25,1050,300,,Crawlingbomb Dummy Weapon,img/bar/cormine2.png
bar-corfmd,bar,corfmd,Prevailer,Anti-Nuke System,core,structure,Anti-Nuke System,2,antinuke,Anti-Nuke System,3300,1500,40000,60000,,ICBM intercepting missile launcher,img/bar/corfmd.png
bar-corasy,bar,corasy,Advanced Shipyard,Produces Tech 2 Ships,core,structure,Produces Tech 2 Ships,2,t2_factory_naval,Produces Tech 2 Ships,5900,2800,10000,24000,,,img/bar/corasy.png
bar-armnanotcplat,bar,armnanotcplat,Naval Construction Turret,Assist & Repair in large radius,arm,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/armnanotcplat.png
bar-legnavyconship,bar,legnavyconship,Construction Ship,Constructs Tech 1 Naval Structures,legion,other,Constructs Tech 1 Naval Structures,1,t1_engineer,Constructs Tech 1 Naval Structures,1080,180,2000,3500,71,,img/bar/legnavyconship.png
bar-armfmine3,bar,armfmine3,Heavy Mine,"Heavy Mine, Naval Series",arm,structure,"Heavy Mine, Naval Series",1,other,"Heavy Mine, Naval Series",11,32,1600,400,,Crawlingbomb Dummy Weapon,img/bar/armfmine3.png
bar-corcat,bar,corcat,Catapult,Heavy Rocket Bot,core,land,Heavy Rocket Bot,3,experimental,Heavy Rocket Bot,6100,4900,80000,160000,48,CatapultRockets,img/bar/corcat.png
bar-armsub,bar,armsub,Eel,Submarine,arm,navy,Submarine,1,t1_sub,Submarine,840,440,3100,5800,66,Light torpedo launcher,img/bar/armsub.png
bar-corck,bar,corck,Construction Bot,Tech 1 Constructor,core,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,750,120,1750,3550,34.5,,img/bar/corck.png
bar-armbeaver,bar,armbeaver,Beaver,Amphibious Construction Vehicle,arm,land,Amphibious Construction Vehicle,1,t1_engineer,Amphibious Construction Vehicle,1030,150,3100,6700,42,,img/bar/armbeaver.png
bar-corkarg,bar,corkarg,Karganeth,All-Terrain Assault Mech,core,land,All-Terrain Assault Mech,3,experimental,All-Terrain Assault Mech,12500,2500,57000,94000,45,KarganethMissiles | ShoulderRockets,img/bar/corkarg.png
bar-corsumo,bar,corsumo,Mammoth,Heavily Armored Assault Bot,core,land,Heavily Armored Assault Bot,2,t2_tank,Heavily Armored Assault Bot,15600,2200,35000,65000,22.5,HighEnergyLaser | Laserroar,img/bar/corsumo.png
bar-legsilo,bar,legsilo,Supernova,Nuclear ICBM Launcher,legion,structure,Nuclear ICBM Launcher,2,nuke,Nuclear ICBM Launcher,6200,7700,82000,181000,,Intercontinental Thermonuclear Ballistic Missile | Nuclear Launch,img/bar/legsilo.png
bar-legnanotc,bar,legnanotc,Construction Turret,Assist & Repair in large radius,legion,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/legnanotc.png
bar-armlun,bar,armlun,Lunkhead,Heavy Hovertank,arm,land,Heavy Hovertank,3,experimental,Heavy Hovertank,5300,1150,23000,40000,50.1,Depthcharge launcher | Heavy ballistic underwater cannon | Heavy ballistic underwater cannon | Heavy g2g rocket launcher,img/bar/armlun.png
bar-armsubk,bar,armsubk,Barracuda,Fast Assault Submarine,arm,navy,Fast Assault Submarine,2,t1_sub,Fast Assault Submarine,2350,950,17000,28000,81,Rapid armor-piercing torpedoes,img/bar/armsubk.png
bar-armraz,bar,armraz,Razorback,Battle Mech,arm,land,Battle Mech,3,experimental,Battle Mech,13300,3800,68000,120000,69,Rapid-fire close quarters g2g armor-piercing laser,img/bar/armraz.png
bar-armveil,bar,armveil,Veil,Long-Range Jamming Tower,arm,structure,Long-Range Jamming Tower,2,other,Long-Range Jamming Tower,830,125,19000,9100,,,img/bar/armveil.png
bar-legspsurfacegunship,bar,legspsurfacegunship,Enyo,Riot Cannon Seaplane Gunship,legion,air,Riot Cannon Seaplane Gunship,1,t2_gunship,Riot Cannon Seaplane Gunship,1200,270,6700,12140,148,Area Control Riot Cannon,img/bar/legspsurfacegunship.png
bar-leggeo,bar,leggeo,Geothermal Powerplant,Produces 300 Energy,legion,other,Produces 300 Energy,1,t1_energy,Produces 300 Energy,2050,560,13000,12900,,,img/bar/leggeo.png
bar-armspid,bar,armspid,Webber,All-Terrain EMP and Reclaiming Spider,arm,land,All-Terrain EMP and Reclaiming Spider,2,t2_tank,All-Terrain EMP and Reclaiming Spider,1110,250,5000,7000,71.55,Close-quarters light EMP laser,img/bar/armspid.png
